,user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,ZONE1,ZONE2,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
2109116,faa73fffbbebc4c10f2d108863c83b120c1be22a,DAKAR,K > 24 month,350.0,2.0,352.0,117.0,2.0,0.0,1.0,1.0,,,,NO,59,,,0
450594,359231a5f12cb3cb295c9504b46df9ed8ccd20ce,,K > 24 month,,,,,,,,,,,,NO,2,,,0
62504,07822f87b3a1ad022950cace8f75540d88aeb5af,SAINT-LOUIS,K > 24 month,7650.0,48.0,7836.0,2612.0,60.0,4760.0,14.0,18.0,0.0,,,NO,62,Data:DailyCycle_Pilot_1.5GB,50.0,0
748888,590e3941101978ab7ff138b92aaba6374f08071d,THIES,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,,34.0,40.0,,,,NO,26,All-net 500F =2000F_AllNet_Unlimited,2.0,0
1692907,c92a89b3493c2dbe17d0492d0591e99e717be083,DAKAR,K > 24 month,4000.0,8.0,4000.0,1333.0,8.0,0.0,130.0,312.0,1.0,,,NO,34,Jokko_Daily,8.0,0
917832,6d28211de63e07885e6aa1a10f8d2d99654c9c97,,H 15-18 month,,,,,,,,,,,,NO,1,,,1
1681139,c7cae9106377ccd887469abc33f68187ea30f1ea,,K > 24 month,1000.0,1.0,1602.0,534.0,5.0,4974.0,,,0.0,,,NO,24,"Data:1000F=2GB,30d",1.0,0
1543150,b75e820419063861e3df688817b2f23810c44543,,K > 24 month,600.0,2.0,613.0,204.0,2.0,,,5.0,,,,NO,4,,,1
919413,6d5a212b06177eb87eb2fca3cd6a3014a05c1891,,K > 24 month,1300.0,4.0,1346.0,449.0,6.0,243.0,2.0,1.0,7.0,,,NO,10,Mixt 250F=Unlimited_call24H,1.0,0
804732,5faa7a57264b5a49d250c30d006fcaf86d09a9c2,KAFFRINE,K > 24 month,9300.0,18.0,9299.0,3100.0,20.0,,219.0,156.0,10.0,,,NO,49,All-net 500F=2000F;5d,15.0,0
561329,42b6298154dd1ecb46c4271b1549a074f579b726,,K > 24 month,,,,,,,,,,,,NO,3,,,1
1588527,bcc86bee6dcc56d95570c7c072aac3dbfb942de5,DIOURBEL,K > 24 month,,,,,,,3.0,2.0,,,,NO,11,,,0
1379882,a40b5567aa0300109c6fcadffb2f428a3999b10e,DAKAR,K > 24 month,3500.0,7.0,3500.0,1167.0,7.0,29.0,2331.0,4.0,13.0,,,NO,50,On-net 500F_FNF;3d,5.0,0
607682,4835ba54237b53f3f08bce2927fc432e8b480714,,K > 24 month,,,,,,,,,,,,NO,6,,,1
1478233,afb00533b1bbaa4c75880e2aed2c8fde00c62093,,K > 24 month,,,,,,,,,,,,NO,1,,,0
873092,67d70ea72fdbc7323dbd840f329e7cad69dd4c5f,,K > 24 month,,,,,,0.0,,,,,,NO,4,,,1
712214,54a22ec160ddd2aa53ac1da4a4b39de4c61fd198,SAINT-LOUIS,K > 24 month,,,,,,25.0,,,,,,NO,62,,,0
399686,2f847c1df68fc4ea4b9c08b7f74cdb9732cb74b9,THIES,K > 24 month,6800.0,9.0,6800.0,2267.0,14.0,2200.0,24.0,45.0,6.0,,,NO,59,"Data:1000F=2GB,30d",2.0,0
1640469,c2ed08b4422067bb282d8853b6dcfeb04f729529,,K > 24 month,,,,,,,,,,,,NO,3,,,1
1485942,b098a7edace413075d7d15eb601c348cf9d4b8be,,K > 24 month,,,,,,,,,,,,NO,6,,,1
984010,750c736d38494d2e0845f01f5abd5b2ef3481fbc,DAKAR,K > 24 month,750.0,3.0,846.0,282.0,9.0,1023.0,2.0,4.0,,,,NO,27,IVR Echat_Daily_50F,6.0,0
1611860,bf8c236c6007a11903791c775624980b5e232a72,LOUGA,K > 24 month,200.0,1.0,200.0,67.0,1.0,1.0,219.0,8.0,,,,NO,28,On net 200F=Unlimited _call24H,1.0,0
1752854,d053b765b2780aaaa4f3a22028dbf862112ae3dc,THIES,K > 24 month,4100.0,13.0,4300.0,1433.0,14.0,373.0,292.0,25.0,11.0,,,NO,61,On net 200F=Unlimited _call24H,9.0,0
1990558,ec92a01d3894559c2b57daa36523e66b02b16def,,K > 24 month,,,,,,0.0,,,,,,NO,38,,,0
1278622,98038c61c490e10fe75810d92cbe6d7539a386dc,,K > 24 month,4900.0,13.0,4888.0,1629.0,15.0,4647.0,0.0,1.0,0.0,,,NO,54,"Data: 100 F=40MB,24H",8.0,1
1002599,773bb176f54ca6a39a4d082fd8527fcffe2b4416,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1157038,89a222f8829f606f4f5c9c46068940d1f6e8c3d9,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1403964,a6e637cd4cbb291b829c0248c386ff0580a9b359,DAKAR,K > 24 month,5500.0,6.0,5500.0,1833.0,6.0,,200.0,85.0,1.0,,,NO,41,On-net 1000F=10MilF;10d,5.0,0
506219,3c2de50adf3629eaa8ef87ad4690055ca5b37275,DAKAR,K > 24 month,2000.0,4.0,1999.0,666.0,5.0,932.0,28.0,50.0,4.0,,,NO,55,All-net 500F=2000F;5d,2.0,0
1919463,e41e15f02bb27e46e8d4887bfa430b18c585d64f,,K > 24 month,4100.0,19.0,4291.0,1430.0,29.0,0.0,9.0,53.0,2.0,0.0,,NO,41,All-net 500F=2000F;5d,1.0,0
873464,67e23285079f734263d07b1a4405a01a17348397,DAKAR,K > 24 month,400.0,2.0,400.0,133.0,2.0,384.0,0.0,,,,,NO,12,"Data: 200 F=100MB,24H",2.0,0
1187690,8d409ed4884e1a0264944a56756d22b30faf64b0,THIES,K > 24 month,4800.0,10.0,5128.0,1709.0,16.0,2224.0,646.0,2.0,28.0,,,NO,53,On-net 200F=60mn;1d,5.0,0
1813422,d781f6eaf4372d4c258c1d8c55e6cb744e922581,LOUGA,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,,48.0,60.0,,,,NO,31,"On-net 500=4000,10d",2.0,0
1311661,9bef20d2666b9695ee73b6146302eab85d1f238e,DAKAR,K > 24 month,2100.0,3.0,2090.0,697.0,4.0,3493.0,,0.0,,,,NO,37,"Data:1000F=2GB,30d",2.0,0
1853036,dc3b5b9257e9d19026e461401835bd969a9530e5,,K > 24 month,,,,,,,,,,,,NO,7,,,0
857988,660ae5ee6e92b053235e42793e6782b0ea3218ce,,K > 24 month,,,,,,,,,,,,NO,2,,,1
34853,042f6078ca9069b15784d4a0157e5516711f33f0,,K > 24 month,,,,,,,,,,,,NO,5,,,0
2041137,f294fa884aec0f105cd180fd976d91fc3158a253,DAKAR,K > 24 month,600.0,2.0,600.0,200.0,3.0,,,5.0,,,,NO,4,,,0
1200283,8ebc8ff6fe16bf38e95a273955e6ee8085a04e79,SAINT-LOUIS,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,17.0,24.0,3.0,,,NO,55,All-net 500F =2000F_AllNet_Unlimited,1.0,0
1595207,bd90ce1ae28a90e3a152d1d3291e6e3eb4ae2183,KAOLACK,K > 24 month,1900.0,7.0,1887.0,629.0,9.0,1791.0,11.0,17.0,,,,NO,41,"Data:490F=1GB,7d",2.0,0
483822,3984f0be5b3030300ef6a049c44ef05eac521cff,LOUGA,I 18-21 month,500.0,1.0,500.0,167.0,1.0,521.0,56.0,48.0,,,,NO,19,Jokko_Daily,1.0,0
349420,29912d699e2e23a5ec5886f2f1153f5257fa045a,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1488839,b0efc925a5817cffca48420a9aa4c47a104f2a27,MATAM,I 18-21 month,16400.0,29.0,17432.0,5811.0,46.0,5733.0,6.0,11.0,,,31.0,NO,41,"Data: 200 F=100MB,24H",29.0,0
1018,001f1460a5a4c27357e0acb38828adc5fe9df888,DAKAR,K > 24 month,2250.0,9.0,2155.0,718.0,18.0,0.0,305.0,4.0,1.0,,,NO,58,On-net 500F_FNF;3d,2.0,0
1774796,d2ea50f78984bf5fee28ac1e8f15b3cc888c814d,DAKAR,K > 24 month,2700.0,6.0,2699.0,900.0,9.0,,9.0,3.0,,15.0,,NO,17,All-net 500F=2000F;5d,1.0,0
798807,5ef707eccf8e5ee077c58852bab76ff045efc91f,,G 12-15 month,,,,,,,,,,,,NO,2,,,1
510068,3ca15740505507ab8e03daf6e9e8b1d8f6dde419,DIOURBEL,K > 24 month,300.0,1.0,342.0,114.0,5.0,1.0,0.0,0.0,,,,NO,30,,,0
1051332,7d0998de90827cab7a221722d667cb81cf429210,MATAM,K > 24 month,1500.0,3.0,1491.0,497.0,5.0,0.0,13.0,18.0,,,,NO,48,All-net 500F=2000F;5d,2.0,0
1875750,deec084af2448b904d10a91bcd966374cd440787,DAKAR,K > 24 month,,,,,,0.0,,,,,,NO,11,,,0
1802740,d63e949d72859de13f004a8be165cdc538ec4877,,K > 24 month,,,,,,2.0,1.0,,,,,NO,15,,,1
544401,40b65d0275b6ba13f71e5d3b3540778db1f31968,DAKAR,K > 24 month,9075.0,37.0,9295.0,3098.0,48.0,4096.0,11.0,49.0,15.0,,,NO,61,"Data:1000F=2GB,30d",3.0,0
535515,3fa6a7171f2d941a9deb81b679690fb420bdf964,ZIGUINCHOR,K > 24 month,500.0,1.0,510.0,170.0,4.0,,3.0,1.0,,,,NO,20,,,0
1913053,e359f08f92285b8a9445072f2d28106fcd4867f3,THIES,K > 24 month,8165.0,5.0,2614.0,871.0,27.0,0.0,12.0,129.0,14.0,,,NO,36,VAS(IVR_Radio_Daily),22.0,0
1105881,83880873dae1e2d1c45c41ff43767bd3485f1ddc,KAFFRINE,K > 24 month,6000.0,12.0,5999.0,2000.0,14.0,,145.0,409.0,20.0,6.0,,NO,45,All-net 500F =2000F_AllNet_Unlimited,8.0,0
1866587,ddd60c725dc500db6dd1af1482c6ecf50394f84c,,K > 24 month,1250.0,4.0,1715.0,572.0,6.0,166.0,1.0,1.0,1.0,,,NO,34,"Data:490F=1GB,7d",3.0,0
126623,0f203bf8b69c9d36c402abbd1167f4fa25395709,THIES,K > 24 month,2500.0,4.0,2480.0,827.0,5.0,2615.0,6.0,0.0,,,,NO,57,"Data:490F=1GB,7d",3.0,0
428968,3302557a8f18314e50b2207ec3aa3dc1dac2b8a9,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1519777,b499f102f549d1aeeb7bd5da9cb4978742f715bf,DAKAR,K > 24 month,2700.0,6.0,2700.0,900.0,6.0,,65.0,74.0,4.0,,,NO,38,All-net 500F=2000F;5d,5.0,0
1883242,dfcf5f4219d7439ad8df2f585937a1f535e3ddb8,,K > 24 month,4400.0,13.0,4388.0,1463.0,14.0,515.0,8.0,7.0,1.0,,6.0,NO,28,"Data: 100 F=40MB,24H",10.0,0
1176930,8bfa7cac04bdc097d351b14cadf9803cb91a1429,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1795389,d55e30661a2bbcb3bb7485868fe847fab5e89934,DAKAR,K > 24 month,9600.0,26.0,9600.0,3200.0,26.0,,480.0,123.0,82.0,,,NO,61,All-net 500F=2000F;5d,14.0,0
1834946,da0f626fed6880ef1351da5230b84089d8c482ac,LOUGA,K > 24 month,2100.0,6.0,2146.0,715.0,10.0,0.0,1815.0,28.0,,1.0,,NO,46,On net 200F=Unlimited _call24H,5.0,0
1806257,d6a8ecb0f8af805275e005586ae74027539e9dc7,KAOLACK,K > 24 month,3000.0,6.0,2502.0,834.0,15.0,0.0,203.0,15.0,2.0,,,NO,38,All-net 500F=2000F;5d,2.0,0
667132,4f474444b7b932a33f2624c9121cebd39e4a044c,THIES,K > 24 month,4750.0,14.0,4640.0,1547.0,13.0,5337.0,6.0,,,,,NO,55,"Data:490F=1GB,7d",2.0,0
848332,64e0fb3f2010560f63556a78da5dca57a3d139d7,DAKAR,K > 24 month,3000.0,3.0,2999.0,1000.0,4.0,6874.0,,0.0,,,,NO,29,"Data:1000F=2GB,30d",3.0,0
516331,3d6225e12684663ad0420468a81004ade35fde10,DAKAR,K > 24 month,,,,,,121.0,8.0,,,,,NO,23,,,0
87246,0a6b74611a7c3eaa15bb3c8668e7448cfbe7f7ff,FATICK,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,1.0,0.0,72.0,3.0,,,NO,44,All-net 500F =2000F_AllNet_Unlimited,5.0,0
1801397,d6157706a5ac2f54622509bd38479015ff6c7ebb,,K > 24 month,22000.0,32.0,21458.0,7153.0,26.0,3078.0,320.0,20.0,71.0,76.0,1.0,NO,59,All-net 1000=5000;5d,4.0,0
800425,5f27ffe326f46552d5ea792fa54802ed7759951a,SAINT-LOUIS,K > 24 month,500.0,1.0,500.0,167.0,1.0,3218.0,6.0,0.0,,,,NO,29,"Data:490F=1GB,7d",1.0,0
189781,169ff9c0c9d5d8e36051449932a44fe015b6172a,DAKAR,K > 24 month,,,,,,,,,,,,NO,1,,,0
215058,19a2acbb0271174cb802c82054ffc904a6928da9,,K > 24 month,9950.0,43.0,9851.0,3284.0,47.0,18255.0,35.0,37.0,0.0,,,NO,49,"Data:200F=Unlimited,24H",44.0,0
171296,14671b10500e6209ade4084b15393be3104c4b0b,MATAM,K > 24 month,7700.0,16.0,8201.0,2734.0,18.0,0.0,406.0,135.0,,,,NO,61,MIXT:500F= 2500F on net _2500F off net;2d,7.0,0
1071812,7f73463377dec6effae0d1568a48fbe31c610236,DAKAR,K > 24 month,11400.0,23.0,11071.0,3690.0,27.0,,627.0,68.0,1.0,1.0,,NO,39,"On-net 500=4000,10d",17.0,0
1040884,7bc9a0c346cdc2622809084de617ccae61e5a2ad,,I 18-21 month,,,,,,265.0,,0.0,,,,NO,3,,,0
1588158,bcbdd05b92c410c040139d48d9b9dda2f061fcd9,DAKAR,K > 24 month,,,,,,,1.0,,,,,NO,2,,,0
1457901,ad4ad46d04535d5a66b1498f982882ea4e9a3aa1,DAKAR,K > 24 month,6050.0,19.0,6756.0,2252.0,21.0,142.0,102.0,21.0,,,,NO,53,All-net 500F=2000F;5d,4.0,0
84437,0a19ba2b082f4d880239145e0176ee9059e64a6c,DAKAR,K > 24 month,,,,,,28.0,,,,,,NO,24,,,0
450579,3591ba547adb23cea1b2772dd311f1dc1806a709,,K > 24 month,,,,,,,,,,,,NO,1,,,0
173229,14a342ff6b339a15e640a1994e4fef9f95f53600,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1679972,c7a6dfccbffec2d944a2d1ab45cae048c32303fa,,K > 24 month,,,,,,,,,,,,NO,2,,,0
1949868,e7be3971c45c2ed9508761d851700ef040377654,,K > 24 month,,,,,,,,,,,,NO,1,,,1
748966,59106a14671f24ae1c194ef5e397c384252e95f4,MATAM,K > 24 month,,,,,,,,,,,,NO,2,,,0
1255606,954928b40858eeec33c169c720b1628827662551,DAKAR,K > 24 month,4300.0,10.0,4490.0,1497.0,12.0,4600.0,,1.0,,,,NO,51,"Data:200F=Unlimited,24H",6.0,0
1733702,ce05efebff0f8846b6e87f5ec65cf6d022762567,,K > 24 month,1650.0,5.0,1651.0,550.0,4.0,1617.0,,4.0,,,,NO,20,"Data: 200 F=100MB,24H",3.0,0
1252808,94f3484a567df10f8abb87cfd6b0f95c7abf38ba,DAKAR,K > 24 month,13000.0,3.0,11000.0,3667.0,9.0,,116.0,1.0,,,,NO,26,Incoming_Bonus_woma,3.0,0
664866,4eff70108a51fa95937c85056311c8c4c83d00b6,,K > 24 month,,,,,,,,,,,,NO,9,,,0
628404,4ab3beda0d565b8fc639d2f1b6f080a9955228b0,DAKAR,K > 24 month,8000.0,16.0,8000.0,2667.0,16.0,,347.0,29.0,,,,NO,62,"On-net 500=4000,10d",11.0,0
1386058,a4c586f9c42a71730824bd7871164b7d68a381e0,THIES,K > 24 month,,,,,,9566.0,,,,,,NO,39,,,0
1788327,d487e4074ef6f9fb3f29d29aa497c5e58155e4f1,LOUGA,K > 24 month,4000.0,5.0,4000.0,1333.0,5.0,1.0,304.0,8.0,,,,NO,61,On-net 1000F=10MilF;10d,3.0,0
797996,5ede1ea77ccdf82e7d2c40d64ea90a79835aadbf,KAOLACK,K > 24 month,2650.0,7.0,2622.0,874.0,8.0,2081.0,4.0,9.0,9.0,,,NO,30,IVR Echat_Daily_50F,2.0,0
800062,5f1d0e581f45eecd5d93a173ae16ca0bc6ae57a8,DAKAR,K > 24 month,11800.0,27.0,12297.0,4099.0,39.0,4348.0,597.0,159.0,3.0,,4.0,NO,58,On net 200F=Unlimited _call24H,21.0,0
1389739,a5384b22356d24568c2eb5aeb88339ced17e9dbb,KOLDA,K > 24 month,800.0,4.0,1001.0,334.0,8.0,37.0,23.0,8.0,,,,NO,36,IVR Echat_Daily_50F,7.0,0
1953731,e833b3c387fd73fbbd76ffd8497a0b77ce42c721,,K > 24 month,2100.0,9.0,2099.0,700.0,10.0,642.0,12.0,1.0,,,,NO,21,"Data: 100 F=40MB,24H",13.0,1
1825640,d8f34c86664753413630ca7a7d9169936359f19d,,K > 24 month,,,,,,,,,,,,NO,4,,,1
626221,4a7039190fc25a295b9508eea12ff3d2a6f8902f,,K > 24 month,,,,,,,,,,,,NO,5,,,1
1792437,d505010ca47f8e887b5cc24389af9bba89449c69,LOUGA,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,,8.0,10.0,9.0,,,NO,51,All-net 500F=2000F;5d,3.0,0
1376526,a3a6ef9f62223255e03682373de38205687f8e8f,DAKAR,K > 24 month,,,,,,,0.0,,,,,NO,12,,,0
1478052,afaa6735941c108dea9bc41b46747d0cb6e5ba0d,DAKAR,K > 24 month,,,,,,,,,,,,NO,2,,,0
895897,6a90117d58d9673d9eef9015c5d086082809715f,THIES,K > 24 month,8000.0,5.0,7160.0,2387.0,9.0,,717.0,172.0,2.0,,,NO,60,Yewouleen_PKG,1.0,0
1823227,d8aa1ac32929cfac971f1eb9934a14e958cc674a,THIES,K > 24 month,2900.0,5.0,2900.0,967.0,7.0,3969.0,10.0,2.0,9.0,,,NO,62,"Data:1000F=2GB,30d",2.0,0
559328,4277c339f3b4ab48f0a08bf12ab6c40bd707583f,DAKAR,K > 24 month,1000.0,1.0,1001.0,334.0,1.0,1667.0,,,,,,NO,1,,,1
2088518,f8343d4064f8314ca612fdf9205698410588bb0e,THIES,K > 24 month,2100.0,3.0,1703.0,568.0,4.0,30.0,5.0,,1.0,,,NO,42,"Data:1000F=2GB,30d",1.0,0
442135,3491813fafec9d257001e2904427b5bcb3d7fa7b,DAKAR,K > 24 month,,,,,,0.0,3.0,2.0,,,,NO,35,,,0
859796,6643a6aa4e3695d75eecaf9f818b40628eeba8c4,FATICK,K > 24 month,,,,,,,,4.0,,,,NO,16,,,0
1800745,d6018c05234885f8c859a471144fef610ac49f6e,KOLDA,K > 24 month,,,,,,,,,,,,NO,2,,,0
906869,6bdef43c05248bc9cdd322c17e74103adff7bfa1,,K > 24 month,500.0,1.0,385.0,128.0,1.0,0.0,,1.0,2.0,,1.0,NO,2,,,1
263546,1f67500d86dd029547df3878e473d1e6d5801b0a,DIOURBEL,K > 24 month,200.0,1.0,200.0,67.0,1.0,261.0,2.0,,,,,NO,7,"Data: 200 F=100MB,24H",1.0,0
108540,0cf560418f86fef08477fede4cda7d3a1997d888,DAKAR,K > 24 month,,,,,,,,,,,,NO,17,,,0
1031248,7aa51de051de3f1f1799b86833f6393c226deca0,DAKAR,K > 24 month,,,1000.0,333.0,1.0,,17.0,2.0,,,,NO,23,All-net 500F=2000F;5d,2.0,0
1260864,95e5bf53c662410eeff255bebf31c92fad76889f,DAKAR,K > 24 month,15000.0,3.0,11031.0,3677.0,9.0,1214.0,8.0,26.0,1.0,,0.0,NO,53,MIXT: 200mnoff net _unl on net _5Go;30d,3.0,0
1437403,aadbe4e2a48c9bac929fb174c74de6722ac1dba3,THIES,H 15-18 month,4000.0,4.0,4000.0,1333.0,4.0,,14.0,6.0,,32.0,,NO,12,All-net 1000=5000;5d,3.0,0
406557,3055e412c601ff899b9061f6201cf850378ff67b,,I 18-21 month,,,,,,0.0,,,,,,NO,4,,,1
1038821,7b88d8afc294a2c2b14a07121a25bcf83502844e,,K > 24 month,,,,,,,,,,,,NO,6,,,1
2059778,f4cacc3e7e3c16ffeb4d6f3640e4ad616cdaff10,SAINT-LOUIS,K > 24 month,3450.0,25.0,3313.0,1104.0,25.0,2379.0,10.0,1.0,7.0,,0.0,NO,43,"Data: 100 F=40MB,24H",13.0,0
356100,2a5a78ca0ca8f6076b52e611060a6d202c7a5fb1,,K > 24 month,,,,,,,,,,,,NO,5,,,1
1350867,a095d0868e4a31588ac019132923161416e29d37,DAKAR,K > 24 month,6300.0,12.0,7252.0,2417.0,30.0,3983.0,8.0,63.0,0.0,,,NO,58,VAS(IVR_Radio_Daily),5.0,0
523791,3e3f0fca9cfa679f58f02db5a92c8a318ef38e13,,H 15-18 month,,,,,,0.0,,,,,,NO,3,,,1
918537,6d3f5bd0abba32e897edb84915197fa6bb96abb8,,K > 24 month,,,,,,,,,,,,NO,6,,,0
1091923,81de4cfa0b9181baeaed8ac3d48dc85bf50e5688,SAINT-LOUIS,K > 24 month,4800.0,18.0,5000.0,1667.0,19.0,6533.0,,1.0,0.0,,,NO,52,"Data: 200 F=100MB,24H",9.0,0
470643,37f531297f44bdf26660e6c21ccb59e448fc33b8,THIES,K > 24 month,10800.0,39.0,11000.0,3667.0,40.0,0.0,512.0,281.0,85.0,,,NO,60,On net 200F=Unlimited _call24H,33.0,0
833858,63244cfa002cb8f53609106236d5ed8ed8cec758,,K > 24 month,,,,,,1581.0,34.0,,,,,NO,5,,,0
1886817,e03d36e5cd6acefe9120f7f528aa7cd6c39e1be1,,K > 24 month,,,,,,,,,,,,NO,5,,,1
517697,3d8ad0a482823079f14939b93da767aa7076c9b1,THIES,K > 24 month,500.0,1.0,501.0,167.0,1.0,,,0.0,,,,NO,24,"Data:490F=1GB,7d",1.0,0
1054151,7d5dedd689ef5d554c7001c36681772c4f1cb2e7,SEDHIOU,K > 24 month,2300.0,10.0,2311.0,770.0,11.0,1956.0,2.0,10.0,,,,NO,18,"Data:200F=Unlimited,24H",8.0,0
2072596,f64dae1b32851148b2c78504c0e2473b2b788d85,DAKAR,K > 24 month,9000.0,3.0,9000.0,3000.0,3.0,11971.0,285.0,78.0,19.0,18.0,,NO,62,MIXT: 200mnoff net _unl on net _5Go;30d,3.0,0
216458,19cd526a55bec90ab32df4c29b478ad15fb4bcfa,DAKAR,K > 24 month,5050.0,10.0,5050.0,1683.0,13.0,4620.0,3.0,34.0,5.0,,,NO,43,,,0
782308,5d069fde0eadf0dea7d37fd4f2fcb3cad0da5326,THIES,K > 24 month,,,,,,,,,,,,NO,41,,,0
1677533,c75bd5b619003548e0c1edea5fa54136e3a89b70,,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,,61.0,9.0,,,,NO,8,All-net 500F=2000F;5d,2.0,0
1441165,ab4b8941f2f55c3aa8b719ab28bdbd6c9ea4473d,DAKAR,K > 24 month,1000.0,2.0,1000.0,333.0,7.0,353.0,9.0,4.0,,,,NO,62,,,0
1441357,ab517ab4a3cbead058933c5e8afddce5f28b69ab,DAKAR,K > 24 month,13700.0,26.0,14700.0,4900.0,29.0,0.0,536.0,363.0,40.0,,,NO,61,All-net 500F=2000F;5d,17.0,0
1550724,b842cd315928b33fc6d111f323f20498cb8fe5f2,,K > 24 month,7100.0,22.0,7075.0,2358.0,23.0,9588.0,17.0,23.0,2.0,0.0,,NO,53,"Data: 100 F=40MB,24H",10.0,0
781667,5cf42253bf86140aea54571982b00e561ec855c2,DAKAR,K > 24 month,9000.0,3.0,9000.0,3000.0,3.0,17922.0,,,,,,NO,62,"Data:3000F=10GB,30d",3.0,0
610500,488ce98ac4bf8fd586d5c02fe5fcce6a95a137ec,,K > 24 month,,,,,,,,,,,,NO,12,,,0
620732,49c5f88564c614fc8ced7bd1decf2deba0f18c75,DAKAR,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,,66.0,46.0,,,,NO,54,MIXT:500F= 2500F on net _2500F off net;2d,3.0,0
2036034,f1fc34710663a74a920bf2dbd97f54e066051040,TAMBACOUNDA,K > 24 month,5600.0,6.0,5606.0,1869.0,6.0,7061.0,520.0,258.0,13.0,,,NO,59,On-net 500F_FNF;3d,2.0,0
1643956,c355dab609359281e21ca13da6b874a9cbbf69e8,TAMBACOUNDA,H 15-18 month,6200.0,13.0,5900.0,1967.0,13.0,33.0,3486.0,2.0,,,,NO,62,On-net 500F_FNF;3d,11.0,0
2089669,f856ef1c52a1382b34155ec7b78072261acafd46,,K > 24 month,1500.0,2.0,1500.0,500.0,2.0,0.0,6.0,26.0,9.0,,,NO,33,All-net 500F=2000F;5d,3.0,0
540521,403e1896f2d9d0cdf030c57c019bcfa751fc1fda,SAINT-LOUIS,K > 24 month,400.0,2.0,399.0,133.0,2.0,,16.0,9.0,,,0.0,NO,5,On net 200F=Unlimited _call24H,1.0,0
423774,32641c24a0f6142349d72138c096abd0f09bd0b3,LOUGA,F 9-12 month,2000.0,2.0,2000.0,667.0,3.0,4420.0,5.0,,,,,NO,55,"Data:1000F=2GB,30d",2.0,0
1600225,be2a41a176c180df6c037966a8587f8958e87737,,K > 24 month,,,,,,,,,,,,NO,1,,,1
231463,1b98447474044d6af46fe0c1e6ae0efd16765c0a,TAMBACOUNDA,K > 24 month,2750.0,21.0,2951.0,984.0,29.0,2196.0,4.0,0.0,,,,NO,52,"Data: 100 F=40MB,24H",23.0,0
1716154,cbecb3bda6c041045db7804ed351c96ecd1d9912,DAKAR,K > 24 month,15200.0,25.0,15399.0,5133.0,32.0,0.0,4069.0,84.0,12.0,,,NO,25,On net 200F=Unlimited _call24H,19.0,0
692582,524ad803b87b1a2eb815f89beb6be5e65fe122b6,,K > 24 month,500.0,2.0,301.0,100.0,2.0,1074.0,1.0,,,,,NO,19,Data:50F=30MB_24H,1.0,0
565966,4342aaa8004a22afd6a75e62f0fe61fd8309518f,DAKAR,K > 24 month,8000.0,9.0,8001.0,2667.0,11.0,2064.0,405.0,203.0,30.0,0.0,,NO,60,On-net 1000F=10MilF;10d,4.0,0
1465269,ae28e6bc761fe20d8bee4255057e291eea675956,DAKAR,K > 24 month,200.0,1.0,200.0,67.0,1.0,,29.0,8.0,,,,NO,24,On net 200F=Unlimited _call24H,1.0,0
290014,228d9451b42f8c4614f078a6d82f99766dedeb92,,K > 24 month,2600.0,6.0,1600.0,533.0,9.0,71.0,7.0,21.0,0.0,,,NO,62,,,0
1425575,a979a242ad90ca65f4a9e4e682cf8bfad3cc8a84,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1464587,ae1401e52f1fbd0b0e072128299027f4ebc0891f,SAINT-LOUIS,K > 24 month,2500.0,4.0,2497.0,832.0,6.0,4328.0,8.0,,,0.0,,NO,36,"Data:490F=1GB,7d",3.0,0
1236048,92f71011d0baf26c1aaecf644c4801178cb6eae4,,K > 24 month,5000.0,10.0,4999.0,1666.0,9.0,,14.0,113.0,3.0,,,NO,21,All-net 500F=2000F;5d,9.0,0
1291192,997eb629f62ed2debca731dbd89344f25c3b55f4,,K > 24 month,,,,,,,,,,,,NO,1,,,1
887425,698e3c4aaa2006be4cc9a6ae95673d26b446d7d3,,K > 24 month,,,,,,,,,,,,NO,2,,,1
2015552,ef8cef79a475487275fd639d18b5a0856d55f9fd,DAKAR,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,,11.0,1.0,,,NO,45,All-net 500F=2000F;5d,1.0,0
73390,08ca93ec73d38267a65c9459bf8a8c935a0d45b7,,K > 24 month,,,,,,,,,,,,NO,6,,,1
796057,5ea509e434c3dcf2cb7ccf485d17b633f667c9b8,DAKAR,K > 24 month,14900.0,26.0,14130.0,4710.0,32.0,6292.0,456.0,320.0,305.0,,,NO,58,Jokko_Daily,15.0,0
